,b,c,n,w,y,p,bike
5239512611422208,232,mixed,Lactic Acid Droppers,2700,2017,9.653,n
5252322485600256,324,mixed,The Notorious R.U.N.N.E.R.S,0,2017,9.743,n
5257578317611008,16,mixed,Wetsuit Legal,2700,2017,11.068,n
5259063302553600,42,mixed,Run Ragged,6300,2017,11.853,n
5269946481246208,256,female,Victor She Devils,2700,2017,9.176,n
5276876947849216,68,male,The Spokespeople,2700,2017,10.489,n
5276914931466240,147,female,Schoharie Strong,0,2017,9.46,n
5285566203559936,102,mixed,Off Like a Prom Dress,6300,2017,10.978,n
5289620518469632,144,female,Mind over bladder,0,2017,8.752,n
5291217709432832,169,mixed,Sloughter House 7,0,2017,8.842,n
5304471441637376,76,mixed,You can't be naked on a bike. Either,2700,2017,10.052,n
5304536537235456,326,mixed,Bard Brigade,8100,2017,13.205,n
5307638577364992,193,mixed,CCB,0,2017,8.649,n
5323025029267456,264,mixed,Six Chicks and a Cock,2700,2017,11.453,n
5323984149151744,13,mixed,Green Goddesses and Purple Gods II,0,2017,8.765,n
5325721194987520,259,mixed,Persevere For the Beer,2700,2017,11.081,n
5332351148097536,124,female,7 Vintage Divas,2700,2017,11.519,n
5340060748611584,3,mixed,The Chaingang,2700,2017,11.12,n
5347762698715136,279,female,Chase Our Aces,0,2017,9.022,n
5348100927389696,99,female,Seven Deadly MIMS,6300,2017,11.622,n
5348895898992640,134,female,Just One More,0,2017,9.241,n
5349729256865792,274,female,Sole Sisters ,2700,2017,10.116,n
5363700114391040,175,male,Because We can?,6300,2017,11.403,n
5379375671279616,142,mixed,The Dream Team,6300,2017,11.557,n
5379440766877696,269,male,NO SPEED NO TRUST,0,2017,9.511,n
5380250099777536,191,mixed,Running on Caffeine,6300,2017,11.454,n
5393059973955584,315,mixed,midlifecrisis,6300,2017,11.339,n
5398315805966336,257,female,MY DRINKING TEAM HAS A RUNNING PROBLEM,0,2017,9.871,n
5399800790908928,188,mixed,SaltySeven,2700,2017,11.493,n
5410683969601536,91,female,Seven Strong,2700,2017,11.094,n
5416077911654400,261,female,Salt City Seven,0,2017,9.55,n
5417614436204544,159,mixed,Lilly Limpers,6300,2017,2.823,n
5417652419821568,25,mixed,Fourteen Feet,6300,2017,11.943,n
5426303691915264,128,mixed,#TeamDrew,0,2017,9.305,n
5427098663518208,201,mixed,Dexy's Midnight Runners,0,2017,9.151,n
5430358006824960,311,mixed,Crossing Guards #nodq,0,2017,9.357,n
5431955197788160,45,mixed,7 Slow Amigos,8100,2017,11.853,n
5445208929992704,133,mixed,Rowdy Raider Relay Runners,2700,2017,10.811,n
5445274025590784,295,mixed,Suffering Seven ,0,2017,8.816,n
5448376065720320,173,mixed,Short Shorts,2700,2017,9.279,n
5449579193434112,328,mixed,Runyerbunzoff (So We're) Home Before Dark,6300,2017,11.351,n
5463762517622784,263,female,Mid Life Crisis,6300,2017,12.214,n
5464721637507072,84,female,Seven Sole Sisters Missing our Mister,0,2017,9.781,n
5466458683342848,72,mixed,Running for President,10800,2017,12.767,n
5473088636452864,325,mixed,Dwyck,0,2017,9.022,n
5480798236966912,92,female,Too Inspired To Be Tired,2700,2017,11.738,n
5481292695076864,170,mixed,Sloughters On the Run,2700,2017,9.395,n
5488500187070464,164,mixed,Are We There Yet?,0,2017,9.305,n
5520113159634944,146,male,Pale Kenyans,8100,2017,11.107,n
5539053294321664,143,mixed,Sole 7rain,8100,2017,11.133,n
5629575904100352,67,mixed,Got Bike?,2700,2017,10.373,n
5630370875703296,177,mixed,Chosen,2700,2017,9.073,n
5631204233576448,70,male,Seven Seventies for the Seneca7,0,2017,8.88,n
5645175091101696,89,female,Demons,2700,2017,11.004,n
5660850647990272,196,mixed,The Runnergades of Funk,6300,2017,12.368,n
5660915743588352,185,male,My Wife Made Me Do It ... Again,2700,2017,9.575,n
5661725076488192,156,mixed,Running 4r Lives,0,2017,9.897,n
5663461317017600,233,mixed,The Zen Seven,2700,2017,10.399,n
5674534950666240,98,mixed,SENECA LAKE EFFECT 7,0,2017,8.79,n
5679790782676992,32,mixed,Triin' Athletes in Wine Country,2700,2017,9.048,n
5681275767619584,140,male,Seneca Slam Pigs,2700,2017,10.129,n
5692158946312192,313,female,Osweagles,2700,2017,11.249,n
5697552888365056,197,mixed,Dead Woman's Glove,0,2017,9.099,n
5699089412915200,56,male,Got Chicked (Again!),11700,2017,11.956,n
5699127396532224,83,mixed,Oh The Hill With It!,2700,2017,9.099,n
5707778668625920,253,mixed,"716      7 RUNNERS, 1 TEAM, 6 BIKES",0,2017,8.726,n
5708573640228864,145,female,Used To Be Fun,2700,2017,10.077,n
5711832983535616,292,female,Keep Calm Cramp On,0,2017,10.927,n
5713430174498816,296,mixed,Kickin Assphalt,2700,2017,9.357,n
5726683906703360,187,male,WESLOR-Team of Steel,6300,2017,11.3,n
5726749002301440,239,mixed,Seven Shades of Grapes!,8100,2017,12.059,n
5729851042430976,74,mixed,AMERICA!!! Eff YEAH!,2700,2017,9.511,n
5731054170144768,29,mixed,Only the brave survive,2700,2017,9.884,n
5745237494333440,36,female,#ovaloffice,8100,2017,11.454,n
5746196614217728,5,mixed,Still Chafing After All These Years,0,2017,9.099,n
5747933660053504,317,mixed,Pharm Animals,0,2017,8.855,n
5754563613163520,242,mixed,Alternative Training,6300,2017,12.304,n
5762273213677568,141,male,Renegade 7,11700,2017,10.862,n
5762767671787520,208,mixed,Not Fast Just Furious,6300,2017,12.098,n
5769975163781120,82,mixed,#TeamPrancer,2700,2017,10.656,n
5770313392455680,290,mixed,Call me a cab!,0,2017,9.434,n
5771108364058624,179,mixed,Super Serious Seven,2700,2017,8.893,n
5771941721931776,160,mixed,Team RWB Syracuse ,0,2017,9.035,n
5785912579457024,115,male,Seven Reapers a Reapin',11700,2017,11.609,n
5801588136345600,7,male,C4 Junkies,10800,2017,11.725,n
5801653231943680,64,male,Young Bucks,10800,2017,11.055,n
5802462564843520,321,mixed,2PACe,0,2017,9.756,n
5815272439021568,280,female,Grab em by the laces,10800,2017,11.287,n
5820528271032320,80,mixed,Bad Hombres and Nasty Women,2700,2017,10.155,n
5822013255974912,112,male,Endicott Cheese Club,8100,2017,11.725,n
5832896434667520,149,male,Has Beens,8100,2017,11.403,n
5839826901270528,167,female,"Hens, a chick and a Tough Old Bird",0,2017,8.906,n
5839864884887552,31,male,Finger Lakes Salute,10800,2017,12.149,n
5848516156981248,96,female,Will Run For Wine,0,2017,8.572,n
5849311128584192,118,mixed,For Pete's Sake,0,2017,8.108,n
5852570471890944,151,mixed,Team Paychex,2700,2017,10.965,n
5854167662854144,137,mixed,Thought it said 7.77,0,2017,9.537,n
5867421395058688,320,mixed,Sweaty Panters,0,2017,8.597,n
5867486490656768,304,male,The Fleury ,10800,2017,11.918,n
5870588530786304,154,mixed,The Seven Deadly Zins,0,2017,9.292,n
5871791658500096,252,female,RUNderwomen,2700,2017,9.537,n
5885974982688768,34,mixed,Fartlek 7,0,2017,9.279,n
5886934102573056,302,mixed,Just the Seven of Us,0,2017,8.79,n
5888671148408832,266,female,7 Minutes in Heaven,0,2017,9.949,n
5895301101518848,236,mixed,7 motley Misfits,0,2017,8.61,n
5903010702032896,206,mixed,easier said than run ,0,2017,8.662,n
5910712652136448,268,mixed,Finger Lakes Health Hearts & Soles 2,0,2017,9.357,n
5911050880811008,297,male,Score This!!! Racing,0,2017,9.202,n
5911845852413952,122,mixed,TBD,0,2017,8.726,n
5912679210287104,119,mixed,Dawn to Dusk,0,2017,8.816,n
5926650067812352,215,mixed,Early Air,8100,2017,11.068,n
5942325624700928,226,male,7 squirrels sitting on a branch,8100,2017,11.313,n
5942390720299008,2,male,7 loose screws,0,2017,9.64,n
5943200053198848,30,mixed,#Eatsleeprunrepeat,0,2017,8.739,n
5956009927376896,271,female,Where's the Portalooh?,0,2017,9.382,n
5961265759387648,286,female,We've Got the Runs,6300,2017,11.197,n
5962750744330240,308,mixed,You can't be naked here ,6300,2017,12.188,n
5973633923022848,205,female,Sunrise Sisters,6300,2017,11.776,n
5979027865075712,62,mixed,Keep Calm and Wine On,0,2017,8.983,n
5980564389625856,55,male,All About That Pace,6300,2017,11.326,n
5980602373242880,104,male,Vino Hydration,8100,2017,10.888,n
5989253645336576,254,mixed,Steve-O's Allstar Juggernaut,6300,2017,11.776,n
5990048616939520,171,mixed,"Blood, Sweat and Beers",6300,2017,11.519,n
5994905151209472,218,mixed,2 Jacks and 5 Jills,6300,2017,11.75,n
6008158883414016,126,mixed,A Phine Whine,2700,2017,10.991,n
6008223979012096,77,female,Caz Chicks,2700,2017,9.601,n
6011326019141632,210,male,Team RWB Syracuse Team 2,6300,2017,11.377,n
6012529146855424,40,mixed,7 marathoners wine,0,2017,8.07,n
6026712471044096,48,female,Slay then Rose,8100,2017,11.055,n
6027671590928384,301,female,Girls Just Wanna Go Run,2700,2017,11.351,n
6029408636764160,136,mixed,Abominable Slowmen,6300,2017,12.034,n
6036038589874176,114,mixed,Prepping for the Zombie Apocalypse,0,2017,10.279,n
6043748190388224,251,mixed,ADK Honey Badgers #2,8100,2017,10.978,n
6044242648498176,49,mixed,(mostly) Running Regans,0,2017,8.391,n
6051450140491776,51,male,Wheels of Steel,2700,2017,11.712,n
6083063113056256,150,mixed,Seven lost Soles,0,2017,9.64,n
6102003247742976,278,female,"Whine, Run, Wine",2700,2017,11.171,n
6114371411378176,127,mixed,Triggerfish,2700,2017,9.318,n
6135642639564800,307,female,The Pink Ladies,0,2017,9.241,n
6148896371769344,50,female,Seneca Cyclpaths,2700,2017,10.09,n
6170146125119488,22,male,ITC Rough Riders,0,2017,9.189,n
6184485678743552,139,mixed,Waneta Keuka Connection,0,2017,8.662,n
6192525857521664,8,mixed,Run 1 Race (A-Team),2700,2017,10.077,n
6193320829124608,86,mixed,Run Your Hasselhoff,6300,2017,12.059,n
6194154186997760,57,mixed,Integrated Circuit,2700,2017,9.228,n
6208125044523008,238,mixed,What the Hill,0,2017,9.498,n
6223800601411584,174,female,Quincy's Finest,0,2017,9.511,n
6223865697009664,71,male,Select Eurocar Speedies,8100,2017,10.914,n
6224675029909504,243,mixed,LoveBoat,6300,2017,11.931,n
6226411270438912,27,mixed,Pat and 6 bikes,8100,2017,11.855,n
6237484904087552,78,mixed,Depo's Crew,0,2017,8.777,n
6242740736098304,235,female,Worst Wine Tour Ever OG,6300,2017,11.57,n
6244225721040896,272,mixed,Our Mascara Runs Faster Than You,8100,2017,11.853,n
6255108899733504,21,male,Hammer Squad,2700,2017,9.099,n
6260502841786368,312,mixed,Catch Me Stridin Dirty,8100,2017,11.107,n
6262039366336512,220,mixed,The Running Jokes,2700,2017,9.022,n
6262077349953536,103,mixed,Dunno,0,2017,8.456,n
6270728622047232,198,mixed,Second Chance,6300,2017,11.545,n
6271523593650176,255,female,Victor Runaway Moms #2,2700,2017,10.541,n
6274782936956928,227,female,Seven Deadly Zins,0,2017,9.601,n
6276380127920128,87,female,Heart and Sole,0,2017,8.43,n
6289633860124672,224,mixed,Gold Rush Seven,6300,2017,11.48,n
6289698955722752,37,female,To Pee or Not to Pee,2700,2017,9.588,n
6292800995852288,245,female,This Is My Happy Hour,0,2017,8.97,n
6294004123566080,214,mixed,"I pink I can, I pink I can",0,2017,10.387,n
6308187447754752,267,mixed,Re-Union Street,0,2017,8.636,n
6309146567639040,100,mixed,Mama Bucks and Company,6300,2017,11.287,n
6310883613474816,1,male,We Used to Work in Chicago,8100,2017,11.261,n
6317513566584832,79,mixed,The Shizz,10800,2017,12.24,n
6325223167098880,130,mixed,Scrambled Legs and Achin,6300,2017,11.66,n
6325717625208832,85,mixed,Your Pace or Mine?,6300,2017,11.479,n
6332925117202432,184,mixed,Valley Misfits,2700,2017,11.583,n
6333263345876992,4,mixed,Finger Lakin' Good,2700,2017,9.228,n
6334058317479936,319,mixed,One Sawrey Crew,0,2017,2.682,n
6348862532878336,163,mixed,Sneaky 7,2700,2017,9.82,n
6364538089766912,172,female,The Lady Parts,2700,2017,10.412,n
6365412518264832,180,mixed,DeWitt Teaching Tigers,0,2017,8.34,n
6378222392442880,6,male,77 bottles 7.0 ,6300,2017,11.635,n
6383478224453632,298,mixed,Team Ramrod,0,2017,9.202,n
6384963209396224,248,mixed,Madison's Team,0,2017,9.691,n
6395846388088832,61,female,MIMtastics,2700,2017,11.004,n
6402776854691840,162,mixed,Finger Lakes Health Hearts and Soles,0,2017,8.97,n
6402814838308864,132,mixed,Seven Step Program,0,2017,8.52,n
6411466110402560,88,mixed,Because It's Science,0,2017,8.919,n
6415520425312256,318,mixed,Hard Coal Harriers,6300,2017,12.381,n
6417117616275456,28,mixed,Magnificent 7,0,2017,9.189,n
6430371348480000,217,mixed,Worst Pace Senerio,0,2017,9.369,n
6430436444078080,207,mixed,team wiemer,10800,2017,11.506,n
6451621101830144,316,female,Lady Land Rovers,6300,2017,12.046,n
6465960655454208,33,mixed,Run One Race,2700,2017,9.511,n
6474000834232320,287,mixed,ruuners left behind,0,2017,9.202,n
6474795805835264,241,female,Sparkle Sole Sisters,2700,2017,11.094,n
6475629163708416,44,mixed,7th Year's A Charm,0,2017,9.447,n
6489600021233664,288,female,The Seven Wonders,0,2017,9.665,n
6505275578122240,234,mixed,Who Brought the Trojans?,2700,2017,9.511,n
6505340673720320,38,mixed,Strugglebus,10800,2017,11.841,n
6506150006620160,186,mixed,Run Eat Laugh Repeat,6300,2017,11.918,n
6518959880798208,113,mixed,Asylum Assembly,2700,2017,10.914,n
6524215712808960,327,female,Gazella Runners,2700,2017,10.296,n
6525700697751552,94,female,The Ms Have It ,0,2017,9.627,n
6536583876444160,26,female,It Sounded Like a Good Idea in October,2700,2017,9.331,n
6541977818497024,47,mixed,Bone Rot Progeny,6300,2017,11.313,n
6543514343047168,291,female,They're real and they're spectacular!,0,2017,9.768,n
6543552326664192,262,male,Bad Wolf,2700,2017,9.254,n
6552203598757888,52,male,Oregon East,8100,2017,11.236,n
6552998570360832,246,mixed,7 up yours,6300,2017,12.149,n
6556257913667584,117,mixed,Still Sucking Wind....Again,2700,2017,9.537,n
6557855104630784,195,female,Dance Team Rejects,0,2017,9.498,n
6571108836835328,129,mixed,seven dwarfs,0,2017,8.88,n
6571173932433408,322,male,Save Ferris,2700,2017,9.125,n
6574275972562944,213,mixed,uvas locas,10800,2017,12.381,n
6575479100276736,125,female,Y Nuts,0,2017,9.267,n
6589662424465408,275,female,Women of Oregon East,0,2017,8.649,n
6590621544349696,212,mixed,There's No 'Eye' In Team,2700,2017,10.991,n
6592358590185472,228,male,Johnson,6300,2017,11.635,n
6598988543295488,53,female,This Name Unintentionally Left Blank,10800,2017,11.519,n
6606698143809536,221,female,A Little O.F.F.,0,2017,9.485,n
6607192601919488,75,male,Team Ev,11700,2017,11.635,n
6614400093913088,314,mixed,too slow to win too dumb to quit,0,2017,9.871,n
6646013066477568,222,female,VRMs,6300,2017,12.201,n
6664953201164288,306,mixed,World's Okayest Runners,0,2017,9.344,n
4511305335570432,154,female,The Apalachin Mob,1800,2016,2.682,n
4511904751943680,67,female,Suck It Up Buttercup,900,2016,3.156,n
4515176980152320,4,mixed,7 'til The Sun Sets,1800,2016,2.682,n
4517238564454400,260,mixed,Fifty Shades of Pain,1800,2016,2.555,n
4519274244734976,185,mixed,Team RWB Syracuse #1,1800,2016,2.682,n
4523046433980416,186,mixed,Flying Scotsmen,1800,2016,2.555,n
4530264394956800,169,mixed,Vino Hydration,0,2016,2.98,n
4538710716579840,72,mixed,mixed mayhem ,0,2016,2.98,n
4542047637733376,139,mixed,Running 4R Lives,1800,2016,2.682,n
4543009441972224,90,mixed,DA BONNIES,900,2016,2.823,n
4548505926369280,153,mixed,Team RWB Buffalo ,0,2016,2.98,n
4562449269260288,132,mixed,Goose Adventure Racing,9000,2016,3.576,n
4569365777219584,240,female,Aspen 7,0,2016,2.98,n
4569897279422464,181,female,"O Van, Where Art Thou",0,2016,2.98,n
4573099445977088,168,female,Mid-Life Crisis,900,2016,2.823,n
4577738010656768,261,female,My Happy Pace,0,2016,2.98,n
4585932137168896,164,mixed,OLP Saturday Regulars,0,2016,2.98,n
4587375246180352,66,mixed,Legs for Days,900,2016,2.823,n
4595108200579072,223,female,Seven Sole sisters,900,2016,2.823,n
4608467159482368,75,mixed,Running on Empty,1800,2016,2.555,n
4609839401533440,156,mixed,Spartan Pride,900,2016,2.98,n
4613756411707392,190,mixed,Running in the BUF,1800,2016,2.555,n
4614718215946240,174,mixed,CrazyChick+6,900,2016,3.156,n
4618837626454016,116,mixed,Still Sucking Wind,900,2016,2.823,n
4628282527973376,94,mixed,& Johnson,1800,2016,2.555,n
4628662766796800,252,mixed,Wine When We're Done,1800,2016,2.555,n
4636555171856384,59,mixed,I thought we were going on the Seneca Wine Trail 2,1800,2016,2.555,n
4640111941648384,236,mixed,Misfits on the Run,1800,2016,2.682,n
4644183033774080,210,female,Women of Oregon East,0,2016,2.98,n
4668937883090944,89,mixed,Run One Race,0,2016,2.98,n
4682785126088704,155,mixed,Bucket list,900,2016,2.823,n
4792780312281088,35,mixed,Which came first,0,2016,2.98,n
4793379728654336,211,mixed,Cataract Kids,900,2016,2.823,n
4796651956862976,33,male,The Hammer Squad,900,2016,2.823,n
4798713541165056,268,mixed,Run-Whine-Run-Repeat,1800,2016,2.682,n
4800749221445632,48,male,Team Ev,9000,2016,4.127,n
4804521410691072,161,female,Sweet Soles,1800,2016,2.555,n
4809675371446272,74,mixed,Seneca Winers,1800,2016,2.555,n
4811739371667456,105,female,Whine Run Wine,1800,2016,2.555,n
4820185693290496,226,female,Chase our aces,900,2016,2.823,n
4823522614444032,38,mixed,Keep Calm and Wine On,1800,2016,2.682,n
4824484418682880,218,mixed,Notorious R.U.N.N.E.R.S.,1800,2016,2.682,n
4829980903079936,172,mixed,The Better Canandaigua Crossfit Team  ,0,2016,2.98,n
4843924245970944,125,male,Endicott Chess Club,5400,2016,3.353,n
4851372256133120,228,female,The M's Have It!,1800,2016,2.682,n
4854574422687744,128,mixed,Because It's Science,1800,2016,2.555,n
4859212987367424,198,male,Has Beens,5400,2016,3.353,n
4867407113879552,207,female,Victor She Devils,900,2016,3.156,n
4868850222891008,189,mixed,Almost 40 or over,1800,2016,2.682,n
4876583177289728,99,male,Noon Krew,1800,2016,2.682,n
4889942136193024,115,mixed,We thought she said RUM!,1800,2016,2.555,n
4891314378244096,15,female,7 Fiesty Trash Bags,1800,2016,2.555,n
4895231388418048,209,mixed,Runs on Irish Luck,1800,2016,2.682,n
4909757504684032,127,female,'Y' Nuts,1800,2016,2.682,n
4910137743507456,194,mixed,Running WTF,1800,2016,2.682,n
4918030148567040,57,female,Fast women getting fast times,9000,2016,4.127,n
4921586918359040,29,mixed,Our Pace is Beer:30,0,2016,2.98,n
4961683122421760,136,mixed,Seneca Lake Effect 7,1800,2016,2.682,n
4966561936834560,137,mixed,Team DEC (Doritos Extra Cheese),1800,2016,2.682,n
4970681347342336,65,female,7 Shades of Awesome,900,2016,2.823,n
4996026754662400,267,mixed,Clarabug's Quest for a Cure,900,2016,2.823,n
5026762614374400,152,male,Big Booty Judys,9000,2016,3.576,n
5030496283131904,265,mixed,Beauties and the Beast,0,2016,2.98,n
5033219829268480,147,mixed,Because It's Science 2,1800,2016,2.555,n
5048884111867904,119,female,Worst Wine Tour Ever,900,2016,3.156,n
5053800238809088,8,mixed,Fish Out Of Water *On Wheels*,5400,2016,3.353,n
5055835919089664,254,mixed,#TeamPrancer,1800,2016,2.555,n
5061061149458432,255,mixed,Ice cream truck chasers,1800,2016,2.682,n
5074255288991744,60,mixed,7 Motley Misfits,900,2016,2.823,n
5074854705364992,157,mixed,Steve-Os Allstar Juggernaut,900,2016,2.823,n
5078126933573632,118,mixed,Ashley McGraw,900,2016,3.156,n
5080188517875712,81,mixed,Damn Gravity,1800,2016,2.555,n
5082224198156288,214,female,wine first run second,900,2016,2.823,n
5085996387401728,204,mixed,...But you can pickle anything,900,2016,2.823,n
5091150348156928,239,female,ZEBRA MUSCLES,1800,2016,2.555,n
5093214348378112,176,mixed,Between a Walk and Hard Pace,1800,2016,2.682,n
5101660670001152,222,mixed,Tortugas Velocez,1800,2016,2.555,n
5104997591154688,84,female,Herd of Turtles,1800,2016,2.555,n
5105959395393536,23,male,#itsjustrunning,9000,2016,3.832,n
5111455879790592,231,male,Feets of Strength,5400,2016,3.353,n
5125399222681600,129,mixed,You Can't Be Naked Here!,0,2016,2.98,n
5132315730640896,80,mixed,Don't get in a van with strangers,1800,2016,2.682,n
5132847232843776,187,mixed,The RUNions,900,2016,2.823,n
5136049399398400,270,mixed,Iridium,0,2016,2.98,n
5140687964078080,145,mixed,mendonites III,1800,2016,2.682,n
5148882090590208,34,male,LD77,1800,2016,2.682,n
5150325199601664,123,female,7 Moms in Need of a Drink,1800,2016,2.555,n
5158058154000384,229,mixed,Seven wines for seven runners,9000,2016,3.832,n
5171417112903680,3,mixed,#eatsleepwhinerepeat,0,2016,2.98,n
5172789354954752,117,mixed,Mighty Morphin Power Hashers,900,2016,2.823,n
5176706365128704,2,mixed,Fourteen Feet,900,2016,2.823,n
5177668169367552,138,female,Hungry Herons,1800,2016,2.555,n
5181787579875328,183,mixed,Wild Things,1800,2016,2.555,n
5191232481394688,93,mixed,Howard's Hooligans,0,2016,2.98,n
5191612720218112,257,mixed,Southern Tier Seven ,5400,2016,3.353,n
5199505125277696,104,mixed,7 Slow Amigos,5400,2016,3.353,n
5203061895069696,27,male,Oregon East,5400,2016,3.353,n
5207132987195392,22,mixed,Bonerot Progeny,900,2016,2.823,n
5231887836512256,96,male,Finger Lakes Salute,9000,2016,3.576,n
5248036913545216,191,male,Old School,5400,2016,3.353,n
5308237591085056,199,female,Out to Pasture,900,2016,2.823,n
5356329682075648,242,mixed,Team Newbies,1800,2016,2.555,n
5359601910284288,148,mixed,The Ringers,0,2016,2.98,n
5372625324867584,227,mixed,Lilly Limpers,1800,2016,2.682,n
5386472567865344,77,mixed,Scrambled Legs,900,2016,2.823,n
5387434372104192,110,female,77 Shades of Red,1800,2016,2.682,n
5392930856501248,56,male,Young Bucks,9000,2016,4.127,n
5406874199392256,18,mixed,Seneca Cyclpaths,5400,2016,3.353,n
5414322209554432,58,mixed,In it to wine it,0,2016,2.98,n
5422162940788736,52,mixed,Motion is Lotion,900,2016,3.156,n
5431800176312320,14,mixed,Finger Lakin Good,900,2016,3.156,n
5439533130711040,49,mixed,Semi-Dry Runners,9000,2016,3.576,n
5452892089614336,180,female,Orange Odyssey,900,2016,2.823,n
5458181341839360,16,male,Fingerlakes Rollercoaster,900,2016,2.823,n
5472707458105344,275,female,Mind Over Bladder,900,2016,3.156,n
5473087696928768,193,mixed,Lactic Acid Droppers,0,2016,2.98,n
5480980101988352,91,mixed,Joe Paulik's Inaugural Fun and Senexy,900,2016,2.823,n
5492531684966400,62,mixed,The Lost Flock,900,2016,2.823,n
5500725811478528,200,mixed,Fell Off The Wagon,900,2016,3.156,n
5502168920489984,103,mixed,Mendonites I,1800,2016,2.682,n
5509901874888704,114,male,fast and furious,0,2016,2.98,n
5523260833792000,162,mixed,Are We There Yet?,900,2016,2.823,n
5524633075843072,269,mixed,Integrated Circuit,0,2016,2.98,n
5528550086017024,31,mixed,I Thought I Signed Up For a Wine Tour 3.0,900,2016,3.156,n
5529511890255872,113,female,7 Sweaty Soles,900,2016,3.156,n
5533631300763648,98,male,A Phine Whine,1800,2016,2.555,n
5543076202283008,11,mixed,the Devil Made Us Do It,1800,2016,2.555,n
5543456441106432,39,male,Seven the Hard Way,0,2016,2.98,n
5551348846166016,245,mixed,Corning Winos,900,2016,2.823,n
5554905615958016,264,female,Bye Felicia,1800,2016,2.555,n
5558976708083712,45,male,All About That Pace,5400,2016,3.353,n
5563356232548352,6,mixed,FIT1Runners,9000,2016,3.832,n
5568852716945408,213,female,SMS,0,2016,2.98,n
5582796059836416,24,mixed,"Chafing the Dream, Again!",0,2016,2.98,n
5589712567795712,36,mixed,Epictastic,900,2016,2.823,n
5593446236553216,43,mixed,The Shizz,9000,2016,3.576,n
5596169782689792,246,female,The Drinking Team With the Running Problem,1800,2016,2.555,n
5603387743666176,100,female,Seven Deadly Sins,0,2016,2.98,n
5611834065289216,233,mixed,We don't Wash Between our Legs,1800,2016,3.156,n
5616750192230400,206,male,6 wits and a half,1800,2016,2.682,n
5618785872510976,179,mixed,deposrunning crew,1800,2016,2.682,n
5624011102879744,196,male,Seven Squirrels sittin' on a branch,5400,2016,3.353,n
5637205242413056,282,mixed,Mean ol' greenies,900,2016,3.156,n
5637804658786304,111,mixed,7-4-Greg,0,2016,2.98,n
5641076886994944,86,female,Heart and Sole,900,2016,2.823,n
5643138471297024,144,male,We Got The Runs Two,1800,2016,2.555,n
5645174151577600,142,female,7 women wonders,5400,2016,3.353,n
5648946340823040,188,mixed,"Blood, Sweat and Beers",1800,2016,2.682,n
5654100301578240,221,male,Team Weslor,1800,2016,2.682,n
5656164301799424,151,male,Because We Can,5400,2016,3.353,n
5664610623422464,272,female,Joe's THOTS ,1800,2016,2.682,n
5667947544576000,97,mixed,Dexy's Midnight Runners,1800,2016,2.682,n
5668909348814848,163,mixed,Miller High Life,0,2016,2.98,n
5674405833211904,256,mixed,Sensational 7,900,2016,3.156,n
5688349176102912,76,mixed,Prepping for the Zombie Apocalypse,1800,2016,2.555,n
5695265684062208,85,mixed,7-Tastics,1800,2016,2.682,n
5695797186265088,95,mixed,Run-By Fruiting,1800,2016,2.555,n
5698999352819712,234,male,Greg's Gang,9000,2016,3.576,n
5703637917499392,70,male,Seven Seventies for the Seneca7,0,2016,2.555,n
5711832044011520,212,mixed,Fleet Feet Syracuse 1,900,2016,3.156,n
5713275153022976,197,male,Abominable Slowmen,900,2016,2.823,n
5721008107421696,279,mixed,Finger lakes flash ,1800,2016,2.555,n
5734367066324992,178,mixed,7 Shades of Crazy,1800,2016,2.555,n
5735739308376064,51,mixed,Purple Gods and Green Goddesses II,900,2016,2.823,n
5739656318550016,131,female,Chasing Pavement,1800,2016,2.555,n
5740618122788864,146,female,Chafing The Dream,900,2016,2.823,n
5744737533296640,280,mixed,It DON'T GET NO BETTER,1800,2016,2.682,n
5754182434816000,12,mixed,Who knows how this bicycle works?,0,2016,2.98,n
5754562673639424,101,mixed,Victorious Secrets,900,2016,2.823,n
5762455078699008,182,mixed,7 Step Program,0,2016,2.98,n
5766011848491008,203,mixed,Six Sole Sisters & a Mister,1800,2016,2.682,n
5770082940616704,126,mixed,We Put the 'run' in Drunk,0,2016,2.98,n
5794837789933568,30,mixed,Fartlek 7,900,2016,2.823,n
5919279635496960,88,mixed,7 Gewurtztrarunners,1800,2016,2.682,n
5922551863705600,53,male,Pale Kenyans,5400,2016,3.353,n
5924613448007680,241,mixed,We Run the Line,5400,2016,3.353,n
5926649128288256,40,female,"Kick, and Push, and Coast",0,2016,2.98,n
5935575278288896,61,male,Team Compassion,900,2016,2.823,n
5937639278510080,184,mixed,Our Mascara Runs Faster Than You,900,2016,3.156,n
5949422521286656,19,mixed,So...You're Saying We Have a Chance,1800,2016,2.682,n
5950384325525504,140,female,Wander Women,1800,2016,2.682,n
5955880809922560,42,female,MIMtastics,1800,2016,2.555,n
5969824152813568,13,mixed,77 Bottles 6.0,900,2016,2.823,n
5977272162975744,50,mixed,Purple Gods and Green Goddesses,900,2016,2.823,n
5985112894210048,262,mixed,77 Miles Too Many ,900,2016,2.823,n
5993307020722176,232,mixed,Worst Wine Tour Ever,1800,2016,2.555,n
5994750129733632,21,mixed,Run Ragged,1800,2016,2.682,n
6002483084132352,64,mixed,Disqualify This,9000,2016,3.832,n
6015842043035648,230,male,Struggle Bus,5400,2016,3.353,n
6021131295260672,143,female,Seven Deadly MIMs,900,2016,2.823,n
